,Market,Selection,Bet Type,Market ID,Selection ID,Price,Size,Handicap,Liability,Stake
124,Asian Handicap,Hearts +1.5,Back,1.230788326,2437395,2.07,347.03,1.5,0.0,0.0
125,Asian Handicap,Tottenham -1.5,Back,1.230788326,48759,1.65,82.78,-1.5,0.0,0.0
126,Asian Handicap,Hearts +1.5 & +2.0,Back,1.230788326,2437395,1.79,36.27,1.75,0.0,0.0
127,Asian Handicap,Tottenham -1.5 & -2.0,Back,1.230788326,48759,1.89,107.78,-1.75,0.0,0.0
128,Asian Handicap,Hearts +2.0,Back,1.230788326,2437395,1.51,112.41,2.0,0.0,0.0
129,Asian Handicap,Tottenham -2.0,Back,1.230788326,48759,2.38,35.04,-2.0,0.0,0.0
130,Asian Handicap,Hearts +2.0 & +2.5,Back,1.230788326,2437395,1.37,75.89,2.25,0.0,0.0
131,Asian Handicap,Tottenham -2.0 & -2.5,Back,1.230788326,48759,2.94,16.49,-2.25,0.0,0.0
132,Asian Handicap,Hearts +2.5,Back,1.230788326,2437395,1.28,35.22,2.5,0.0,0.0
133,Asian Handicap,Tottenham -2.5,Back,1.230788326,48759,3.5,10.78,-2.5,0.0,0.0
134,Asian Handicap,Hearts +2.5 & +3.0,Back,1.230788326,2437395,1.2,135.2,2.75,0.0,0.0
135,Asian Handicap,Tottenham -2.5 & -3.0,Back,1.230788326,48759,4.68,21.97,-2.75,0.0,0.0
136,Asian Handicap,Hearts +3.0,Back,1.230788326,2437395,1.1,985.0,3.0,0.0,0.0
137,Asian Handicap,Tottenham -3.0,Back,1.230788326,48759,7.8,12.06,-3.0,0.0,0.0
138,Asian Handicap,Hearts +3.0 & +3.5,Back,1.230788326,2437395,1.09,651.8,3.25,0.0,0.0
139,Asian Handicap,Tottenham -3.0 & -3.5,Back,1.230788326,48759,8.69,10.32,-3.25,0.0,0.0
140,Asian Handicap,Hearts +3.5,Back,1.230788326,2437395,1.08,621.35,3.5,0.0,0.0
141,Asian Handicap,Tottenham -3.5,Back,1.230788326,48759,8.95,12.24,-3.5,0.0,0.0
142,Asian Handicap,Hearts +3.5 & +4.0,Back,1.230788326,2437395,1.05,521.71,3.75,0.0,0.0
143,Asian Handicap,Tottenham -3.5 & -4.0,Back,1.230788326,48759,9.4,11.75,-3.75,0.0,0.0
144,Asian Handicap,Hearts +4.0,Back,1.230788326,2437395,1.01,1.01,4.0,0.0,0.0
145,Asian Handicap,Tottenham -4.0,Back,1.230788326,48759,9.4,11.75,-4.0,0.0,0.0
146,Asian Handicap,Hearts -4.0,Lay,1.230788326,2437395,1000.0,1.01,-4.0,0.0,0.0
147,Asian Handicap,Tottenham +4.0,Lay,1.230788326,48759,1.01,578.41,4.0,0.0,0.0
148,Asian Handicap,Hearts -3.5 & -4.0,Lay,1.230788326,2437395,1000.0,1.01,-3.75,0.0,0.0
149,Asian Handicap,Tottenham +3.5 & +4.0,Lay,1.230788326,48759,1.01,578.41,3.75,0.0,0.0
150,Asian Handicap,Hearts -3.5,Lay,1.230788326,2437395,1000.0,1.01,-3.5,0.0,0.0
151,Asian Handicap,Tottenham +3.5,Lay,1.230788326,48759,1.01,578.41,3.5,0.0,0.0
152,Asian Handicap,Hearts -3.0 & -3.5,Lay,1.230788326,2437395,1000.0,1.01,-3.25,0.0,0.0
153,Asian Handicap,Tottenham +3.0 & +3.5,Lay,1.230788326,48759,1.01,578.41,3.25,0.0,0.0
154,Asian Handicap,Hearts -3.0,Lay,1.230788326,2437395,1000.0,1.01,-3.0,0.0,0.0
155,Asian Handicap,Tottenham +3.0,Lay,1.230788326,48759,1.01,578.41,3.0,0.0,0.0
156,Asian Handicap,Hearts -2.5 & -3.0,Lay,1.230788326,2437395,1000.0,1.01,-2.75,0.0,0.0
157,Asian Handicap,Tottenham +2.5 & +3.0,Lay,1.230788326,48759,1.01,578.41,2.75,0.0,0.0
158,Asian Handicap,Hearts -2.5,Lay,1.230788326,2437395,1000.0,1.01,-2.5,0.0,0.0
159,Asian Handicap,Tottenham +2.5,Lay,1.230788326,48759,1.01,578.41,2.5,0.0,0.0
160,Asian Handicap,Hearts -2.0 & -2.5,Lay,1.230788326,2437395,1000.0,1.01,-2.25,0.0,0.0
161,Asian Handicap,Tottenham +2.0 & +2.5,Lay,1.230788326,48759,1.01,578.41,2.25,0.0,0.0
162,Asian Handicap,Hearts -2.0,Lay,1.230788326,2437395,1000.0,1.01,-2.0,0.0,0.0
163,Asian Handicap,Tottenham +2.0,Lay,1.230788326,48759,1.01,578.41,2.0,0.0,0.0
164,Asian Handicap,Hearts -1.5 & -2.0,Lay,1.230788326,2437395,939.0,1.5,-1.75,0.0,0.0
165,Asian Handicap,Tottenham +1.5 & +2.0,Lay,1.230788326,48759,1.01,578.41,1.75,0.0,0.0
166,Asian Handicap,Hearts -1.5,Lay,1.230788326,2437395,980.0,1.9,-1.5,0.0,0.0
167,Asian Handicap,Tottenham +1.5,Lay,1.230788326,48759,1.01,578.41,1.5,0.0,0.0
168,Asian Handicap,Hearts -1.0 & -1.5,Lay,1.230788326,2437395,970.7,1.92,-1.25,0.0,0.0
169,Asian Handicap,Tottenham +1.0 & +1.5,Lay,1.230788326,48759,1.01,578.41,1.25,0.0,0.0
170,Asian Handicap,Hearts -1.0,Lay,1.230788326,2437395,961.4,1.94,-1.0,0.0,0.0
171,Asian Handicap,Tottenham +1.0,Lay,1.230788326,48759,1.01,578.41,1.0,0.0,0.0
172,Asian Handicap,Hearts -0.5 & -1.0,Lay,1.230788326,2437395,97.69,12.51,-0.75,0.0,0.0
173,Asian Handicap,Tottenham +0.5 & +1.0,Lay,1.230788326,48759,1.02,109.29,0.75,0.0,0.0
174,Asian Handicap,Hearts -0.5,Lay,1.230788326,2437395,55.0,11.26,-0.5,0.0,0.0
175,Asian Handicap,Tottenham +0.5,Lay,1.230788326,48759,1.03,42.13,0.5,0.0,0.0
176,Asian Handicap,Hearts 0 & -0.5,Lay,1.230788326,2437395,51.92,12.04,-0.25,0.0,0.0
177,Asian Handicap,Tottenham 0 & +0.5,Lay,1.230788326,48759,1.03,42.13,0.25,0.0,0.0
178,Asian Handicap,Hearts 0,Lay,1.230788326,2437395,48.83,12.95,0.0,0.0,0.0
179,Asian Handicap,Tottenham 0,Lay,1.230788326,48759,1.03,36.85,0.0,0.0,0.0
180,Asian Handicap,Hearts 0 & +0.5,Lay,1.230788326,2437395,12.57,34.57,0.25,0.0,0.0
181,Asian Handicap,Tottenham 0 & -0.5,Lay,1.230788326,48759,1.09,10.85,-0.25,0.0,0.0
182,Asian Handicap,Hearts +0.5,Lay,1.230788326,2437395,7.67,77.97,0.5,0.0,0.0
183,Asian Handicap,Tottenham -0.5,Lay,1.230788326,48759,1.17,19.53,-0.5,0.0,0.0
184,Asian Handicap,Hearts +0.5 & +1.0,Lay,1.230788326,2437395,6.65,97.24,0.75,0.0,0.0
185,Asian Handicap,Tottenham -0.5 & -1.0,Lay,1.230788326,48759,1.21,19.16,-0.75,0.0,0.0
186,Asian Handicap,Hearts +1.0,Lay,1.230788326,2437395,5.63,68.0,1.0,0.0,0.0
187,Asian Handicap,Tottenham -1.0,Lay,1.230788326,48759,1.28,22.76,-1.0,0.0,0.0
188,Asian Handicap,Hearts +1.0 & +1.5,Lay,1.230788326,2437395,3.29,31.73,1.25,0.0,0.0
189,Asian Handicap,Tottenham -1.0 & -1.5,Lay,1.230788326,48759,1.71,32.4,-1.25,0.0,0.0
190,Asian Handicap,Hearts +1.5,Lay,1.230788326,2437395,2.52,27.01,1.5,0.0,0.0
191,Asian Handicap,Tottenham -1.5,Lay,1.230788326,48759,1.93,372.37,-1.5,0.0,0.0
192,Asian Handicap,Hearts +1.5 & +2.0,Lay,1.230788326,2437395,2.12,68.98,1.75,0.0,0.0
193,Asian Handicap,Tottenham -1.5 & -2.0,Lay,1.230788326,48759,2.27,28.82,-1.75,0.0,0.0
194,Asian Handicap,Hearts +2.0,Lay,1.230788326,2437395,1.72,48.49,2.0,0.0,0.0
195,Asian Handicap,Tottenham -2.0,Lay,1.230788326,48759,2.96,30.06,-2.0,0.0,0.0
196,Asian Handicap,Hearts +2.0 & +2.5,Lay,1.230788326,2437395,1.52,58.91,2.25,0.0,0.0
197,Asian Handicap,Tottenham -2.0 & -2.5,Lay,1.230788326,48759,3.7,28.22,-2.25,0.0,0.0
198,Asian Handicap,Hearts +2.5,Lay,1.230788326,2437395,1.4,26.94,2.5,0.0,0.0
199,Asian Handicap,Tottenham -2.5,Lay,1.230788326,48759,4.58,18.27,-2.5,0.0,0.0
200,Asian Handicap,Hearts +2.5 & +3.0,Lay,1.230788326,2437395,1.27,27.13,2.75,0.0,0.0
201,Asian Handicap,Tottenham -2.5 & -3.0,Lay,1.230788326,48759,5.8,27.99,-2.75,0.0,0.0
202,Asian Handicap,Hearts +3.0,Lay,1.230788326,2437395,1.15,172.57,3.0,0.0,0.0
203,Asian Handicap,Tottenham -3.0,Lay,1.230788326,48759,10.89,38.63,-3.0,0.0,0.0
204,Asian Handicap,Hearts +3.0 & +3.5,Lay,1.230788326,2437395,1.13,74.98,3.25,0.0,0.0
205,Asian Handicap,Tottenham -3.0 & -3.5,Lay,1.230788326,48759,11.95,31.97,-3.25,0.0,0.0
206,Asian Handicap,Hearts +3.5,Lay,1.230788326,2437395,1.12,51.57,3.5,0.0,0.0
207,Asian Handicap,Tottenham -3.5,Lay,1.230788326,48759,13.0,27.39,-3.5,0.0,0.0
208,Asian Handicap,Hearts +3.5 & +4.0,Lay,1.230788326,2437395,1.1,27.18,3.75,0.0,0.0
209,Asian Handicap,Tottenham -3.5 & -4.0,Lay,1.230788326,48759,20.0,27.39,-3.75,0.0,0.0
210,Asian Handicap,Hearts +4.0,Lay,1.230788326,2437395,1.1,27.18,4.0,0.0,0.0
211,Asian Handicap,Tottenham -4.0,Lay,1.230788326,48759,1000.0,1.01,-4.0,0.0,0.0
212,Double Chance,Home or Draw,Back,1.230788277,6384646,7.6,29.79,0.0,0.0,0.0
213,Double Chance,Draw or Away,Back,1.230788277,6384647,1.01,6245.01,0.0,0.0,0.0
214,Double Chance,Home or Away,Back,1.230788277,6384648,1.11,106.94,0.0,0.0,0.0
215,Double Chance,Home or Draw,Lay,1.230788277,6384646,8.6,14.0,0.0,0.0,0.0
216,Double Chance,Draw or Away,Lay,1.230788277,6384647,1.03,1181.29,0.0,0.0,0.0
217,Double Chance,Home or Away,Lay,1.230788277,6384648,1.13,696.86,0.0,0.0,0.0
218,Goal Lines,Under 0.5,Back,1.230788286,7044483,5.6,23.7,0.75,0.0,0.0
219,Goal Lines,Over 0.5,Back,1.230788286,7044482,1.01,1.01,0.75,0.0,0.0
220,Goal Lines,Under 0.5 & 1.0,Back,1.230788286,7044483,5.6,23.7,1.0,0.0,0.0
221,Goal Lines,Over 0.5 & 1.0,Back,1.230788286,7044482,1.01,1.01,1.0,0.0,0.0
222,Goal Lines,Under 1.0,Back,1.230788286,7044483,5.6,23.7,1.25,0.0,0.0
223,Goal Lines,Over 1.0,Back,1.230788286,7044482,1.09,822.73,1.25,0.0,0.0
224,Goal Lines,Under 1.0 & 1.5,Back,1.230788286,7044483,5.6,23.7,1.5,0.0,0.0
225,Goal Lines,Over 1.0 & 1.5,Back,1.230788286,7044482,1.19,20.34,1.5,0.0,0.0
226,Goal Lines,Under 1.5,Back,1.230788286,7044483,2.06,100.0,1.75,0.0,0.0
227,Goal Lines,Over 1.5,Back,1.230788286,7044482,1.22,44.6,1.75,0.0,0.0
228,Goal Lines,Under 1.5 & 2.0,Back,1.230788286,7044483,2.06,100.0,2.0,0.0,0.0
229,Goal Lines,Over 1.5 & 2.0,Back,1.230788286,7044482,1.28,14.33,2.0,0.0,0.0
230,Goal Lines,Under 2.0,Back,1.230788286,7044483,2.06,100.0,2.25,0.0,0.0
231,Goal Lines,Over 2.0,Back,1.230788286,7044482,1.51,27.56,2.25,19.8,19.8
232,Goal Lines,Under 2.0 & 2.5,Back,1.230788286,7044483,2.06,100.0,2.5,0.0,0.0
233,Goal Lines,Over 2.0 & 2.5,Back,1.230788286,7044482,1.74,16.0,2.5,0.0,0.0
234,Goal Lines,Under 2.5,Back,1.230788286,7044483,1.32,366.26,2.75,0.0,0.0
235,Goal Lines,Over 2.5,Back,1.230788286,7044482,2.0,18.57,2.75,0.0,0.0
236,Goal Lines,Under 2.5 & 3.0,Back,1.230788286,7044483,1.32,366.26,3.0,0.0,0.0
237,Goal Lines,Over 2.5 & 3.0,Back,1.230788286,7044482,2.55,27.87,3.0,0.0,0.0
238,Goal Lines,Under 3.0,Back,1.230788286,7044483,1.32,366.26,3.25,0.0,0.0
239,Goal Lines,Over 3.0,Back,1.230788286,7044482,3.1,55.7,3.25,0.0,0.0
240,Goal Lines,Under 3.0 & 3.5,Back,1.230788286,7044483,1.32,366.26,3.5,0.0,0.0
241,Goal Lines,Over 3.0 & 3.5,Back,1.230788286,7044482,3.65,69.35,3.5,0.0,0.0
242,Goal Lines,Under 3.5,Back,1.230788286,7044483,1.09,814.63,3.75,0.0,0.0
243,Goal Lines,Over 3.5,Back,1.230788286,7044482,4.88,16.84,3.75,0.0,0.0
244,Goal Lines,Under 3.5 & 4.0,Back,1.230788286,7044483,1.09,814.63,4.0,0.0,0.0
245,Goal Lines,Over 3.5 & 4.0,Back,1.230788286,7044482,8.11,76.9,4.0,0.0,0.0
246,Goal Lines,Under 4.0,Back,1.230788286,7044483,1.09,814.63,4.25,0.0,0.0
247,Goal Lines,Over 4.0,Back,1.230788286,7044482,8.95,64.71,4.25,0.0,0.0
248,Goal Lines,Under 4.0 & 4.5,Back,1.230788286,7044483,1.09,814.63,4.5,0.0,0.0
249,Goal Lines,Over 4.0 & 4.5,Back,1.230788286,7044482,9.8,55.8,4.5,0.0,0.0
250,Goal Lines,Under 4.5,Back,1.230788286,7044483,1.02,680.69,4.75,0.0,0.0
251,Goal Lines,Over 4.5,Back,1.230788286,7044482,14.47,11.15,4.75,0.0,0.0
252,Goal Lines,Under 4.5 & 5.0,Back,1.230788286,7044483,1.02,680.69,5.0,0.0,0.0
253,Goal Lines,Over 4.5 & 5.0,Back,1.230788286,7044482,28.0,20.27,5.0,0.0,0.0
254,Goal Lines,Under 5.0,Back,1.230788286,7044483,1.02,680.69,5.25,0.0,0.0
255,Goal Lines,Over 5.0,Back,1.230788286,7044482,29.0,19.2,5.25,0.0,0.0
256,Goal Lines,Under 5.0 & 5.5,Back,1.230788286,7044483,1.02,680.69,5.5,0.0,0.0
