,Market,Selection,Bet Type,Market ID,Selection ID,Price,Size,Handicap,Liability,Stake
257,Goal Lines,Over 5.0 & 5.5,Back,1.230788286,7044482,30.0,18.24,5.5,0.0,0.0
258,Goal Lines,Under 5.5,Back,1.230788286,7044483,1.01,1.01,5.75,0.0,0.0
259,Goal Lines,Over 5.5,Back,1.230788286,7044482,45.71,12.01,5.75,0.0,0.0
260,Goal Lines,Under 5.5 & 6.0,Back,1.230788286,7044483,1.01,1.01,6.0,0.0,0.0
261,Goal Lines,Over 5.5 & 6.0,Back,1.230788286,7044482,88.37,12.09,6.0,0.0,0.0
262,Goal Lines,Under 6.0,Back,1.230788286,7044483,1.01,1.01,6.25,0.0,0.0
263,Goal Lines,Over 6.0,Back,1.230788286,7044482,89.18,11.92,6.25,0.0,0.0
264,Goal Lines,Under 6.0 & 6.5,Back,1.230788286,7044483,1.01,1.01,6.5,0.0,0.0
265,Goal Lines,Over 6.0 & 6.5,Back,1.230788286,7044482,90.0,11.74,6.5,0.0,0.0
266,Goal Lines,Under 6.5,Back,1.230788286,7044483,1.01,1.01,6.75,0.0,0.0
267,Goal Lines,Over 6.5,Back,1.230788286,7044482,123.75,14.16,6.75,4.6908616,4.69
268,Goal Lines,Under 6.5 & 7.0,Back,1.230788286,7044483,1.01,1.01,7.0,0.0,0.0
269,Goal Lines,Over 6.5 & 7.0,Back,1.230788286,7044482,101.0,9.96,7.0,0.0,0.0
270,Goal Lines,Under 7.0,Back,1.230788286,7044483,1.01,1.01,7.25,0.0,0.0
271,Goal Lines,Over 7.0,Back,1.230788286,7044482,101.0,9.91,7.25,0.0,0.0
272,Goal Lines,Under 7.0 & 7.5,Back,1.230788286,7044483,1.01,1.01,7.5,0.0,0.0
273,Goal Lines,Over 7.0 & 7.5,Back,1.230788286,7044482,101.0,12.58,7.5,0.0,0.0
274,Goal Lines,Under 7.5,Back,1.230788286,7044483,1.01,1.01,7.75,0.0,0.0
275,Goal Lines,Over 7.5,Back,1.230788286,7044482,101.0,15.12,7.75,0.0,0.0
276,Goal Lines,Under 7.5 & 8.0,Back,1.230788286,7044483,1.01,1.01,8.0,0.0,0.0
277,Goal Lines,Over 7.5 & 8.0,Back,1.230788286,7044482,101.0,12.85,8.0,0.0,0.0
278,Goal Lines,Under 8.0,Back,1.230788286,7044483,1.01,1.01,8.25,0.0,0.0
279,Goal Lines,Over 8.0,Back,1.230788286,7044482,101.0,12.81,8.25,0.0,0.0
280,Goal Lines,Under 8.0 & 8.5,Back,1.230788286,7044483,1.01,1.01,8.5,0.0,0.0
281,Goal Lines,Over 8.0 & 8.5,Back,1.230788286,7044482,101.0,18.14,8.5,0.0,0.0
282,Goal Lines,Under 8.5,Back,1.230788286,7044483,1.01,1.01,0.5,0.0,0.0
283,Goal Lines,Over 8.5,Back,1.230788286,7044482,1.01,1.01,0.5,0.0,0.0
284,Goal Lines,Under 0.5,Lay,1.230788286,7044483,1000.0,1.01,0.75,0.0,0.0
285,Goal Lines,Over 0.5,Lay,1.230788286,7044482,1.22,415.79,0.75,0.0,0.0
286,Goal Lines,Under 0.5 & 1.0,Lay,1.230788286,7044483,1000.0,1.01,1.0,0.0,0.0
287,Goal Lines,Over 0.5 & 1.0,Lay,1.230788286,7044482,1.22,415.79,1.0,0.0,0.0
288,Goal Lines,Under 1.0,Lay,1.230788286,7044483,12.12,74.31,1.25,0.0,0.0
289,Goal Lines,Over 1.0,Lay,1.230788286,7044482,1.22,415.79,1.25,0.0,0.0
290,Goal Lines,Under 1.0 & 1.5,Lay,1.230788286,7044483,6.56,74.31,1.5,0.0,0.0
291,Goal Lines,Over 1.0 & 1.5,Lay,1.230788286,7044482,1.22,415.79,1.5,0.0,0.0
292,Goal Lines,Under 1.5,Lay,1.230788286,7044483,5.67,55.6,1.75,0.0,0.0
293,Goal Lines,Over 1.5,Lay,1.230788286,7044482,1.95,164.64,1.75,0.0,0.0
294,Goal Lines,Under 1.5 & 2.0,Lay,1.230788286,7044483,4.68,13.62,2.0,0.0,0.0
295,Goal Lines,Over 1.5 & 2.0,Lay,1.230788286,7044482,1.95,164.64,2.0,0.0,0.0
296,Goal Lines,Under 2.0,Lay,1.230788286,7044483,2.96,14.06,2.25,19.94,10.17
297,Goal Lines,Over 2.0,Lay,1.230788286,7044482,1.95,164.64,2.25,0.0,0.0
298,Goal Lines,Under 2.0 & 2.5,Lay,1.230788286,7044483,2.36,11.8,2.5,0.0,0.0
299,Goal Lines,Over 2.0 & 2.5,Lay,1.230788286,7044482,1.95,164.64,2.5,0.0,0.0
300,Goal Lines,Under 2.5,Lay,1.230788286,7044483,2.0,18.57,2.75,0.0,0.0
301,Goal Lines,Over 2.5,Lay,1.230788286,7044482,4.1,59.0,2.75,0.0,0.0
302,Goal Lines,Under 2.5 & 3.0,Lay,1.230788286,7044483,1.65,252.88,3.0,0.0,0.0
303,Goal Lines,Over 2.5 & 3.0,Lay,1.230788286,7044482,4.1,59.0,3.0,0.0,0.0
304,Goal Lines,Under 3.0,Lay,1.230788286,7044483,1.48,203.94,3.25,0.0,0.0
305,Goal Lines,Over 3.0,Lay,1.230788286,7044482,4.1,59.0,3.25,0.0,0.0
306,Goal Lines,Under 3.0 & 3.5,Lay,1.230788286,7044483,1.38,352.43,3.5,0.0,0.0
307,Goal Lines,Over 3.0 & 3.5,Lay,1.230788286,7044482,4.1,59.0,3.5,0.0,0.0
308,Goal Lines,Under 3.5,Lay,1.230788286,7044483,1.26,333.29,3.75,0.0,0.0
309,Goal Lines,Over 3.5,Lay,1.230788286,7044482,11.5,18.0,3.75,0.0,0.0
310,Goal Lines,Under 3.5 & 4.0,Lay,1.230788286,7044483,1.14,32.6,4.0,4.8595711,34.71
311,Goal Lines,Over 3.5 & 4.0,Lay,1.230788286,7044482,11.5,18.0,4.0,0.0,0.0
312,Goal Lines,Under 4.0,Lay,1.230788286,7044483,1.13,997.35,4.25,0.0,0.0
313,Goal Lines,Over 4.0,Lay,1.230788286,7044482,11.5,18.0,4.25,0.0,0.0
314,Goal Lines,Under 4.0 & 4.5,Lay,1.230788286,7044483,1.12,1445.09,4.5,0.0,0.0
315,Goal Lines,Over 4.0 & 4.5,Lay,1.230788286,7044482,11.5,18.0,4.5,0.0,0.0
316,Goal Lines,Under 4.5,Lay,1.230788286,7044483,1.08,2796.75,4.75,0.0,0.0
317,Goal Lines,Over 4.5,Lay,1.230788286,7044482,51.0,14.08,4.75,0.0,0.0
318,Goal Lines,Under 4.5 & 5.0,Lay,1.230788286,7044483,1.04,1510.04,5.0,0.0,0.0
319,Goal Lines,Over 4.5 & 5.0,Lay,1.230788286,7044482,51.0,14.08,5.0,0.0,0.0
320,Goal Lines,Under 5.0,Lay,1.230788286,7044483,1.04,1480.82,5.25,0.0,0.0
321,Goal Lines,Over 5.0,Lay,1.230788286,7044482,51.0,14.08,5.25,0.0,0.0
322,Goal Lines,Under 5.0 & 5.5,Lay,1.230788286,7044483,1.03,38.36,5.5,0.0,0.0
323,Goal Lines,Over 5.0 & 5.5,Lay,1.230788286,7044482,51.0,14.08,5.5,0.0,0.0
324,Goal Lines,Under 5.5,Lay,1.230788286,7044483,1.03,2869.99,5.75,0.0,0.0
325,Goal Lines,Over 5.5,Lay,1.230788286,7044482,1000.0,1.01,5.75,0.0,0.0
326,Goal Lines,Under 5.5 & 6.0,Lay,1.230788286,7044483,1.02,1265.97,6.0,0.0,0.0
327,Goal Lines,Over 5.5 & 6.0,Lay,1.230788286,7044482,1000.0,1.01,6.0,0.0,0.0
328,Goal Lines,Under 6.0,Lay,1.230788286,7044483,1.02,1258.66,6.25,0.0,0.0
329,Goal Lines,Over 6.0,Lay,1.230788286,7044482,1000.0,1.01,6.25,0.0,0.0
330,Goal Lines,Under 6.0 & 6.5,Lay,1.230788286,7044483,1.01,271.39,6.5,0.0,0.0
331,Goal Lines,Over 6.0 & 6.5,Lay,1.230788286,7044482,1000.0,1.01,6.5,0.0,0.0
332,Goal Lines,Under 6.5,Lay,1.230788286,7044483,1.01,1842.14,6.75,0.0,0.0
333,Goal Lines,Over 6.5,Lay,1.230788286,7044482,1000.0,1.01,6.75,0.0,0.0
334,Goal Lines,Under 6.5 & 7.0,Lay,1.230788286,7044483,1.01,1460.42,7.0,0.0,0.0
335,Goal Lines,Over 6.5 & 7.0,Lay,1.230788286,7044482,1000.0,1.01,7.0,0.0,0.0
336,Goal Lines,Under 7.0,Lay,1.230788286,7044483,1.01,1455.47,7.25,0.0,0.0
337,Goal Lines,Over 7.0,Lay,1.230788286,7044482,1000.0,1.01,7.25,0.0,0.0
338,Goal Lines,Under 7.0 & 7.5,Lay,1.230788286,7044483,1.01,1721.95,7.5,0.0,0.0
339,Goal Lines,Over 7.0 & 7.5,Lay,1.230788286,7044482,1000.0,1.01,7.5,0.0,0.0
340,Goal Lines,Under 7.5,Lay,1.230788286,7044483,1.01,1976.54,7.75,0.0,0.0
341,Goal Lines,Over 7.5,Lay,1.230788286,7044482,1000.0,1.01,7.75,0.0,0.0
342,Goal Lines,Under 7.5 & 8.0,Lay,1.230788286,7044483,1.01,1749.46,8.0,0.0,0.0
343,Goal Lines,Over 7.5 & 8.0,Lay,1.230788286,7044482,1000.0,1.01,8.0,0.0,0.0
344,Goal Lines,Under 8.0,Lay,1.230788286,7044483,1.01,1745.3,8.25,0.0,0.0
345,Goal Lines,Over 8.0,Lay,1.230788286,7044482,1000.0,1.01,8.25,0.0,0.0
346,Goal Lines,Under 8.0 & 8.5,Lay,1.230788286,7044483,1.01,2277.69,8.5,0.0,0.0
347,Goal Lines,Over 8.0 & 8.5,Lay,1.230788286,7044482,1000.0,1.01,8.5,0.0,0.0
348,Goal Lines,Under 8.5,Lay,1.230788286,7044483,1000.0,1.01,0.5,0.0,0.0
349,Goal Lines,Over 8.5,Lay,1.230788286,7044482,1000.0,1.01,0.5,0.0,0.0
350,Draw no Bet,Hearts,Back,1.230788361,2437395,30.0,14.92,0.0,0.0,0.0
351,Draw no Bet,Tottenham,Back,1.230788361,48759,1.02,399.58,0.0,0.0,0.0
352,Draw no Bet,Hearts,Lay,1.230788361,2437395,55.0,39.06,0.0,0.0,0.0
353,Draw no Bet,Tottenham,Lay,1.230788361,48759,1.03,40.93,0.0,0.0,0.0
