Solihull Moors,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10
Birmingham,,,0,1,2,3,4,5,6,7,8,9,10,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,7,8,9,0,1,2,3,4,5,6,0,1,2,3,4,5,0,1,2,3,4,0,1,2,3,0,1,2,3,0,1,2,3,0
Market,Selection,Bet Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goal Lines,Over 2.0,Back,-19.8,-19.8,0.0,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,-19.8,0.0,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,0.0,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931,9.5931
Goal Lines,Over 6.5,Back,-4.69,-4.69,-4.69,-4.69,-4.69,-4.69,-4.69,546.912625,546.912625,546.912625,546.912625,-4.69,-4.69,-4.69,-4.69,-4.69,-4.69,546.912625,546.912625,546.912625,546.912625,-4.69,-4.69,-4.69,-4.69,-4.69,546.912625,546.912625,546.912625,546.912625,546.912625,-4.69,-4.69,-4.69,-4.69,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,-4.69,-4.69,-4.69,546.912625,546.912625,546.912625,546.912625,-4.69,-4.69,546.912625,546.912625,546.912625,546.912625,-4.69,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625,546.912625
Over/Under 4.5 Goals,Over 4.5 Goals,Lay,0.08636363636363636,0.08636363636363636,0.08636363636363636,0.08636363636363636,0.08636363636363636,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08636363636363636,0.08636363636363636,0.08636363636363636,0.08636363636363636,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08636363636363636,0.08636363636363636,0.08636363636363636,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08636363636363636,0.08636363636363636,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.08636363636363636,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Over/Under 2.5 Goals,Over 2.5 Goals,Lay,0.9595959595959596,0.9595959595959596,0.9595959595959596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9595959595959596,0.9595959595959596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9595959595959596,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Goal Lines,Under 2.0,Lay,-1.0,-1.0,0.0,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,-1.0,0.0,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.0,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204,0.4846938775510204
Goal Lines,Under 3.5 & 4.0,Lay,-1.0,-1.0,-1.0,-1.0,3.392857142857145,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,-1.0,-1.0,-1.0,3.392857142857145,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,-1.0,-1.0,3.392857142857145,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,-1.0,3.392857142857145,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,3.392857142857145,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429,6.78571428571429
Bet Total,,,-25.444040404040408,-25.444040404040408,-4.644040404040405,3.4741575139146557,7.867014656771801,10.17350816326531,10.17350816326531,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,-25.444040404040408,-4.644040404040405,3.4741575139146557,7.867014656771801,10.17350816326531,10.17350816326531,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,-4.644040404040405,3.4741575139146557,7.867014656771801,10.17350816326531,10.17350816326531,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,3.4741575139146557,7.867014656771801,10.17350816326531,10.17350816326531,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,7.867014656771801,10.17350816326531,10.17350816326531,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,10.17350816326531,10.17350816326531,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,10.17350816326531,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654,561.7761331632654
