,Market,Selection,Bet Type,Market ID,Selection ID,Price,Size,Handicap,Liability,Stake
265,Goal Lines,Over 1.5 & 2.0,Lay,1.230452430,7044482,1.76,3845.66,1.75,0.0,0.0
266,Goal Lines,Under 2.0,Lay,1.230452430,7044483,1.98,3033.68,2.0,0.0,0.0
267,Goal Lines,Over 2.0,Lay,1.230452430,7044482,2.06,2606.24,2.0,0.0,0.0
268,Goal Lines,Under 2.0 & 2.5,Lay,1.230452430,7044483,1.71,3616.66,2.25,0.0,0.0
269,Goal Lines,Over 2.0 & 2.5,Lay,1.230452430,7044482,2.45,301.98,2.25,0.0,0.0
270,Goal Lines,Under 2.5,Lay,1.230452430,7044483,1.55,1963.55,2.5,0.0,0.0
271,Goal Lines,Over 2.5,Lay,1.230452430,7044482,2.84,192.67,2.5,0.0,0.0
272,Goal Lines,Under 2.5 & 3.0,Lay,1.230452430,7044483,1.41,3345.51,2.75,0.0,0.0
273,Goal Lines,Over 2.5 & 3.0,Lay,1.230452430,7044482,5.9,267.91,2.75,0.0,0.0
274,Goal Lines,Under 3.0,Lay,1.230452430,7044483,1.27,1768.41,3.0,0.0,0.0
275,Goal Lines,Over 3.0,Lay,1.230452430,7044482,5.9,267.91,3.0,0.0,0.0
276,Goal Lines,Under 3.0 & 3.5,Lay,1.230452430,7044483,1.24,5798.49,3.25,0.0,0.0
277,Goal Lines,Over 3.0 & 3.5,Lay,1.230452430,7044482,5.9,267.91,3.25,0.0,0.0
278,Goal Lines,Under 3.5,Lay,1.230452430,7044483,1.21,1462.93,3.5,0.0,0.0
279,Goal Lines,Over 3.5,Lay,1.230452430,7044482,5.9,267.91,3.5,0.0,0.0
280,Goal Lines,Under 3.5 & 4.0,Lay,1.230452430,7044483,1.15,14531.24,3.75,0.0,0.0
281,Goal Lines,Over 3.5 & 4.0,Lay,1.230452430,7044482,15.5,10.0,3.75,0.0,0.0
282,Goal Lines,Under 4.0,Lay,1.230452430,7044483,1.08,2953.73,4.0,0.0,0.0
283,Goal Lines,Over 4.0,Lay,1.230452430,7044482,15.95,12.0,4.0,0.0,0.0
284,Goal Lines,Under 4.0 & 4.5,Lay,1.230452430,7044483,1.08,10858.15,4.25,0.0,0.0
285,Goal Lines,Over 4.0 & 4.5,Lay,1.230452430,7044482,15.95,12.0,4.25,0.0,0.0
286,Goal Lines,Under 4.5,Lay,1.230452430,7044483,1.07,2762.84,4.5,0.0,0.0
287,Goal Lines,Over 4.5,Lay,1.230452430,7044482,15.5,10.0,4.5,0.0,0.0
288,Goal Lines,Under 4.5 & 5.0,Lay,1.230452430,7044483,1.05,5376.05,4.75,0.0,0.0
289,Goal Lines,Over 4.5 & 5.0,Lay,1.230452430,7044482,40.0,37.92,4.75,0.0,0.0
290,Goal Lines,Under 5.0,Lay,1.230452430,7044483,1.03,2725.58,5.0,0.0,0.0
291,Goal Lines,Over 5.0,Lay,1.230452430,7044482,41.91,57.6,5.0,0.0,0.0
292,Goal Lines,Under 5.0 & 5.5,Lay,1.230452430,7044483,1.03,2685.16,5.25,0.0,0.0
293,Goal Lines,Over 5.0 & 5.5,Lay,1.230452430,7044482,41.96,56.16,5.25,0.0,0.0
294,Goal Lines,Under 5.5,Lay,1.230452430,7044483,1.03,28898.19,5.5,0.0,0.0
295,Goal Lines,Over 5.5,Lay,1.230452430,7044482,42.0,54.8,5.5,0.0,0.0
296,Goal Lines,Under 5.5 & 6.0,Lay,1.230452430,7044483,1.02,5247.35,5.75,0.0,0.0
297,Goal Lines,Over 5.5 & 6.0,Lay,1.230452430,7044482,128.0,15.5,5.75,0.0,0.0
298,Goal Lines,Under 6.0,Lay,1.230452430,7044483,1.02,34852.66,6.0,0.0,0.0
299,Goal Lines,Over 6.0,Lay,1.230452430,7044482,129.97,102.34,6.0,0.0,0.0
300,Goal Lines,Under 6.0 & 6.5,Lay,1.230452430,7044483,1.02,34671.29,6.25,0.0,0.0
301,Goal Lines,Over 6.0 & 6.5,Lay,1.230452430,7044482,129.99,101.57,6.25,0.0,0.0
302,Goal Lines,Under 6.5,Lay,1.230452430,7044483,1.01,26668.97,6.5,0.0,0.0
303,Goal Lines,Over 6.5,Lay,1.230452430,7044482,130.0,100.83,6.5,0.0,0.0
304,Goal Lines,Under 6.5 & 7.0,Lay,1.230452430,7044483,1.01,55237.64,6.75,0.0,0.0
305,Goal Lines,Over 6.5 & 7.0,Lay,1.230452430,7044482,320.0,33.05,6.75,0.0,0.0
306,Goal Lines,Under 7.0,Lay,1.230452430,7044483,1.01,59966.65,7.0,0.0,0.0
307,Goal Lines,Over 7.0,Lay,1.230452430,7044482,320.0,33.05,7.0,0.0,0.0
308,Goal Lines,Under 7.0 & 7.5,Lay,1.230452430,7044483,1.01,59741.71,7.25,0.0,0.0
309,Goal Lines,Over 7.0 & 7.5,Lay,1.230452430,7044482,320.0,33.05,7.25,0.0,0.0
310,Goal Lines,Under 7.5,Lay,1.230452430,7044483,1.01,86187.96,7.5,0.0,0.0
311,Goal Lines,Over 7.5,Lay,1.230452430,7044482,320.0,33.05,7.5,0.0,0.0
312,Goal Lines,Under 7.5 & 8.0,Lay,1.230452430,7044483,1.01,45315.72,7.75,0.0,0.0
313,Goal Lines,Over 7.5 & 8.0,Lay,1.230452430,7044482,990.0,5.0,7.75,0.0,0.0
314,Goal Lines,Under 8.0,Lay,1.230452430,7044483,1.01,22625.13,8.0,0.0,0.0
315,Goal Lines,Over 8.0,Lay,1.230452430,7044482,990.0,5.0,8.0,0.0,0.0
316,Goal Lines,Under 8.0 & 8.5,Lay,1.230452430,7044483,1.01,22606.93,8.25,0.0,0.0
317,Goal Lines,Over 8.0 & 8.5,Lay,1.230452430,7044482,990.0,5.0,8.25,0.0,0.0
318,Goal Lines,Under 8.5,Lay,1.230452430,7044483,1.01,134000.71,8.5,0.0,0.0
319,Goal Lines,Over 8.5,Lay,1.230452430,7044482,1000.0,7.5,8.5,0.0,0.0
320,Over/Under 4.5 Goals,Under 4.5 Goals,Back,1.230452357,1222347,1.06,35824.65,0.0,0.0,0.0
321,Over/Under 4.5 Goals,Over 4.5 Goals,Back,1.230452357,1222346,15.0,469.19,0.0,0.0,0.0
322,Over/Under 4.5 Goals,Under 4.5 Goals,Lay,1.230452357,1222347,1.07,2659.74,0.0,0.0,0.0
323,Over/Under 4.5 Goals,Over 4.5 Goals,Lay,1.230452357,1222346,15.5,10.0,0.0,0.0,0.0
324,Over/Under 3.5 Goals,Under 3.5 Goals,Back,1.230452369,1222344,1.2,5612.83,0.0,0.0,0.0
325,Over/Under 3.5 Goals,Over 3.5 Goals,Back,1.230452369,1222345,5.8,12.17,0.0,0.0,0.0
326,Over/Under 3.5 Goals,Under 3.5 Goals,Lay,1.230452369,1222344,1.21,1473.44,0.0,0.0,0.0
327,Over/Under 3.5 Goals,Over 3.5 Goals,Lay,1.230452369,1222345,5.9,267.9,0.0,0.0,0.0
328,Draw no Bet,Spain,Back,1.230452404,22,1.86,23367.52,0.0,0.0,0.0
329,Draw no Bet,France,Back,1.230452404,24,2.14,543.6,0.0,0.0,0.0
330,Draw no Bet,Spain,Lay,1.230452404,22,1.88,62635.85,0.0,0.0,0.0
331,Draw no Bet,France,Lay,1.230452404,24,2.16,88.4,0.0,0.0,0.0
332,Match Odds and Both teams to Score,Spain/Yes,Back,1.230452353,8348283,7.6,200.7,0.0,0.0,0.0
333,Match Odds and Both teams to Score,France/Yes,Back,1.230452353,8348255,8.6,15.29,0.0,0.0,0.0
334,Match Odds and Both teams to Score,Draw/Yes,Back,1.230452353,8067002,4.8,182.86,0.0,0.0,0.0
335,Match Odds and Both teams to Score,Spain/No,Back,1.230452353,8348284,4.4,355.21,0.0,0.0,0.0
336,Match Odds and Both teams to Score,France/No,Back,1.230452353,8348256,5.0,399.21,0.0,0.0,0.0
337,Match Odds and Both teams to Score,Draw/No,Back,1.230452353,2041283,7.2,126.91,0.0,0.0,0.0
338,Match Odds and Both teams to Score,Spain/Yes,Lay,1.230452353,8348283,8.0,207.81,0.0,0.0,0.0
339,Match Odds and Both teams to Score,France/Yes,Lay,1.230452353,8348255,9.0,280.53,0.0,0.0,0.0
340,Match Odds and Both teams to Score,Draw/Yes,Lay,1.230452353,8067002,5.0,443.92,0.0,0.0,0.0
341,Match Odds and Both teams to Score,Spain/No,Lay,1.230452353,8348284,4.7,268.14,0.0,0.0,0.0
342,Match Odds and Both teams to Score,France/No,Lay,1.230452353,8348256,5.4,248.68,0.0,0.0,0.0
343,Match Odds and Both teams to Score,Draw/No,Lay,1.230452353,2041283,7.6,353.78,0.0,0.0,0.0
344,Both teams to Score?,Yes,Back,1.230452416,30246,2.22,332.3,0.0,0.0,0.0
345,Both teams to Score?,No,Back,1.230452416,110503,1.81,34.96,0.0,0.0,0.0
346,Both teams to Score?,Yes,Lay,1.230452416,30246,2.24,242.15,0.0,0.0,0.0
347,Both teams to Score?,No,Lay,1.230452416,110503,1.82,677.73,0.0,0.0,0.0
348,Double Chance,Home or Draw,Back,1.230452419,6384646,1.43,53997.92,0.0,0.0,0.0
349,Double Chance,Draw or Away,Back,1.230452419,6384647,1.53,116831.38,0.0,0.0,0.0
350,Double Chance,Home or Away,Back,1.230452419,6384648,1.52,31748.49,0.0,0.0,0.0
351,Double Chance,Home or Draw,Lay,1.230452419,6384646,1.45,91186.6,0.0,0.0,0.0
352,Double Chance,Draw or Away,Lay,1.230452419,6384647,1.55,102313.41,0.0,0.0,0.0
353,Double Chance,Home or Away,Lay,1.230452419,6384648,1.53,38731.88,0.0,0.0,0.0
354,Match Odds and Over/Under 2.5 Goals,Spain/Under 2.5 Goals,Back,1.230452429,6429979,5.3,39.1,0.0,0.0,0.0
355,Match Odds and Over/Under 2.5 Goals,Spain/Over 2.5 Goals,Back,1.230452429,6429984,6.0,251.95,0.0,0.0,0.0
356,Match Odds and Over/Under 2.5 Goals,France/Under 2.5 Goals,Back,1.230452429,6429871,5.8,33.3,0.0,0.0,0.0
357,Match Odds and Over/Under 2.5 Goals,France/Over 2.5 Goals,Back,1.230452429,6429863,7.2,19.48,0.0,0.0,0.0
358,Match Odds and Over/Under 2.5 Goals,Draw/Under 2.5 Goals,Back,1.230452429,6388075,3.4,158.37,0.0,0.0,0.0
359,Match Odds and Over/Under 2.5 Goals,Draw/Over 2.5 Goals,Back,1.230452429,6388074,18.0,30.17,0.0,0.0,0.0
360,Match Odds and Over/Under 2.5 Goals,Spain/Under 2.5 Goals,Lay,1.230452429,6429979,5.5,194.2,0.0,0.0,0.0
361,Match Odds and Over/Under 2.5 Goals,Spain/Over 2.5 Goals,Lay,1.230452429,6429984,6.4,161.14,0.0,0.0,0.0
362,Match Odds and Over/Under 2.5 Goals,France/Under 2.5 Goals,Lay,1.230452429,6429871,5.9,64.45,0.0,0.0,0.0
363,Match Odds and Over/Under 2.5 Goals,France/Over 2.5 Goals,Lay,1.230452429,6429863,7.4,69.29,0.0,0.0,0.0
364,Match Odds and Over/Under 2.5 Goals,Draw/Under 2.5 Goals,Lay,1.230452429,6388075,3.55,14.26,0.0,0.0,0.0
365,Match Odds and Over/Under 2.5 Goals,Draw/Over 2.5 Goals,Lay,1.230452429,6388074,20.0,29.37,0.0,0.0,0.0
366,Over/Under 5.5 Goals,Under 5.5 Goals,Back,1.230452426,1485567,1.02,32447.84,0.0,0.0,0.0
367,Over/Under 5.5 Goals,Over 5.5 Goals,Back,1.230452426,1485568,36.0,73.89,0.0,0.0,0.0
368,Over/Under 5.5 Goals,Under 5.5 Goals,Lay,1.230452426,1485567,1.03,28846.64,0.0,0.0,0.0
369,Over/Under 5.5 Goals,Over 5.5 Goals,Lay,1.230452426,1485568,42.0,54.8,0.0,0.0,0.0
370,Spain Win to Nil,Yes,Back,1.230452411,30246,4.4,326.22,0.0,0.0,0.0
371,Spain Win to Nil,No,Back,1.230452411,110503,1.27,544.57,0.0,0.0,0.0
372,Spain Win to Nil,Yes,Lay,1.230452411,30246,4.8,419.65,0.0,0.0,0.0
373,Spain Win to Nil,No,Lay,1.230452411,110503,1.29,529.77,0.0,0.0,0.0
374,France +3,France + 3,Back,1.230452410,6429876,1.04,1950.26,0.0,0.0,0.0
375,France +3,Spain -3,Back,1.230452410,6429985,60.0,46.65,0.0,0.0,0.0
376,France +3,Draw,Back,1.230452410,151478,30.0,22.02,0.0,0.0,0.0
377,France +3,France + 3,Lay,1.230452410,6429876,1.05,5373.63,0.0,0.0,0.0
378,France +3,Spain -3,Lay,1.230452410,6429985,110.0,26.93,0.0,0.0,0.0
379,France +3,Draw,Lay,1.230452410,151478,34.0,30.3,0.0,0.0,0.0
380,France Over/Under 0.5 Goals,Spain Under 0.5 Goals,Back,1.230452470,5851482,2.78,23.59,0.0,0.0,0.0
381,France Over/Under 0.5 Goals,Spain Over 0.5 Goals,Back,1.230452470,5851483,1.54,31.24,0.0,0.0,0.0
382,France Over/Under 0.5 Goals,Spain Under 0.5 Goals,Lay,1.230452470,5851482,2.86,16.82,0.0,0.0,0.0
383,France Over/Under 0.5 Goals,Spain Over 0.5 Goals,Lay,1.230452470,5851483,1.56,42.07,0.0,0.0,0.0
384,France +1,France + 1,Back,1.230452406,6429864,1.53,117984.43,0.0,0.0,0.0
385,France +1,Spain -1,Back,1.230452406,6429983,6.6,290.3,0.0,0.0,0.0
386,France +1,Draw,Back,1.230452406,151478,4.7,291.98,0.0,0.0,0.0
387,France +1,France + 1,Lay,1.230452406,6429864,1.55,105759.4,0.0,0.0,0.0
388,France +1,Spain -1,Lay,1.230452406,6429983,7.0,100.31,0.0,0.0,0.0
389,France +1,Draw,Lay,1.230452406,151478,5.0,36.3,0.0,0.0,0.0
390,Over/Under 6.5 Goals,Under 6.5 Goals,Back,1.230452424,2542448,1.01,1.01,0.0,0.0,0.0
391,Over/Under 6.5 Goals,Over 6.5 Goals,Back,1.230452424,2542449,100.0,325.23,0.0,0.0,0.0
392,Over/Under 6.5 Goals,Under 6.5 Goals,Lay,1.230452424,2542448,1.01,26669.04,0.0,0.0,0.0
393,Over/Under 6.5 Goals,Over 6.5 Goals,Lay,1.230452424,2542449,130.0,100.23,0.0,0.0,0.0
394,France Over/Under 1.5 Goals,Spain Under 1.5 Goals,Back,1.230452467,1221385,1.34,6165.75,0.0,0.0,0.0
395,France Over/Under 1.5 Goals,Spain Over 1.5 Goals,Back,1.230452467,1221386,3.55,102.54,0.0,0.0,0.0
396,France Over/Under 1.5 Goals,Spain Under 1.5 Goals,Lay,1.230452467,1221385,1.39,12.3,0.0,0.0,0.0
397,France Over/Under 1.5 Goals,Spain Over 1.5 Goals,Lay,1.230452467,1221386,3.9,249.75,0.0,0.0,0.0
398,Spain +1,Spain +1,Back,1.230452420,6429990,1.43,53690.09,0.0,0.0,0.0
399,Spain +1,France -1,Back,1.230452420,6429874,8.6,73.05,0.0,0.0,0.0
400,Spain +1,Draw,Back,1.230452420,151478,5.0,579.25,0.0,0.0,0.0
401,Spain +1,Spain +1,Lay,1.230452420,6429990,1.45,86587.41,0.0,0.0,0.0
402,Spain +1,France -1,Lay,1.230452420,6429874,9.0,17.11,0.0,0.0,0.0
403,Spain +1,Draw,Lay,1.230452420,151478,5.3,206.35,0.0,0.0,0.0
404,Match Odds and Over/Under 3.5 Goals,Spain/Under 3.5 Goals,Back,1.230452465,11254729,3.45,326.25,0.0,0.0,0.0
405,Match Odds and Over/Under 3.5 Goals,Spain/Over 2.5 Goals,Back,1.230452465,11254728,14.0,135.97,0.0,0.0,0.0
406,Match Odds and Over/Under 3.5 Goals,France/Under 3.5 Goals,Back,1.230452465,11254075,3.85,18.77,0.0,0.0,0.0
407,Match Odds and Over/Under 3.5 Goals,France/Over 3.5 Goals,Back,1.230452465,11254074,17.5,30.3,0.0,0.0,0.0
408,Match Odds and Over/Under 3.5 Goals,Draw/Under 3.5 Goals,Back,1.230452465,11233441,3.4,467.93,0.0,0.0,0.0
409,Match Odds and Over/Under 3.5 Goals,Draw/Over 3.5 Goals,Back,1.230452465,11233442,18.0,29.41,0.0,0.0,0.0
410,Match Odds and Over/Under 3.5 Goals,Spain/Under 3.5 Goals,Lay,1.230452465,11254729,3.65,112.59,0.0,0.0,0.0
411,Match Odds and Over/Under 3.5 Goals,Spain/Over 2.5 Goals,Lay,1.230452465,11254728,15.5,72.61,0.0,0.0,0.0
412,Match Odds and Over/Under 3.5 Goals,France/Under 3.5 Goals,Lay,1.230452465,11254075,4.0,240.31,0.0,0.0,0.0
413,Match Odds and Over/Under 3.5 Goals,France/Over 3.5 Goals,Lay,1.230452465,11254074,19.5,51.57,0.0,0.0,0.0
414,Match Odds and Over/Under 3.5 Goals,Draw/Under 3.5 Goals,Lay,1.230452465,11233441,3.55,27.71,0.0,0.0,0.0
415,Match Odds and Over/Under 3.5 Goals,Draw/Over 3.5 Goals,Lay,1.230452465,11233442,20.0,58.17,0.0,0.0,0.0
416,Total Goals Odd/Even,Odd,Back,1.230452418,955466,2.16,28.07,0.0,11.574074,11.57
417,Total Goals Odd/Even,Even,Back,1.230452418,955467,1.83,204.91,0.0,0.0,0.0
418,Total Goals Odd/Even,Odd,Lay,1.230452418,955466,2.22,921.23,0.0,0.0,0.0
419,Total Goals Odd/Even,Even,Lay,1.230452418,955467,1.87,65.77,0.0,0.0,0.0
420,Spain Over/Under 0.5 Goals,Spain Under 0.5 Goals,Back,1.230452469,5851482,2.96,16.35,0.0,0.0,0.0
421,Spain Over/Under 0.5 Goals,Spain Over 0.5 Goals,Back,1.230452469,5851483,1.49,16.84,0.0,0.0,0.0
422,Spain Over/Under 0.5 Goals,Spain Under 0.5 Goals,Lay,1.230452469,5851482,3.1,954.53,0.0,0.0,0.0
423,Spain Over/Under 0.5 Goals,Spain Over 0.5 Goals,Lay,1.230452469,5851483,1.5,13.76,0.0,0.0,0.0
424,Correct Score 2 Home,'4-0',Back,1.230452362,526007,110.0,29.4,0.0,0.0,0.0
425,Correct Score 2 Home,'4-1',Back,1.230452362,526012,110.0,11.55,0.0,0.0,0.0
426,Correct Score 2 Home,'4-2',Back,1.230452362,2795147,100.0,22.58,0.0,0.0,0.0
427,Correct Score 2 Home,'5-0',Back,1.230452362,526008,210.0,19.63,0.0,0.0,0.0
428,Correct Score 2 Home,'5-1',Back,1.230452362,526013,210.0,21.45,0.0,0.0,0.0
429,Correct Score 2 Home,'5-2',Back,1.230452362,3647906,210.0,22.38,0.0,0.0,0.0
430,Correct Score 2 Home,'6-0',Back,1.230452362,526009,310.0,11.65,0.0,0.0,0.0
431,Correct Score 2 Home,'6-1',Back,1.230452362,526014,320.0,11.65,0.0,0.0,0.0
432,Correct Score 2 Home,'6-2',Back,1.230452362,3647907,90.0,13.9,0.0,0.0,0.0
433,Correct Score 2 Home,'7-0',Back,1.230452362,526010,1000.0,12.08,0.0,0.0,0.0
434,Correct Score 2 Home,'7-1',Back,1.230452362,526015,1000.0,12.58,0.0,0.0,0.0
435,Correct Score 2 Home,'7-2',Back,1.230452362,3647908,1000.0,12.58,0.0,0.0,0.0
436,Correct Score 2 Home,Any unquoted,Back,1.230452362,4316861,1.02,1053.52,0.0,0.0,0.0
437,Correct Score 2 Home,'4-0',Lay,1.230452362,526007,150.0,13.38,0.0,0.0,0.0
438,Correct Score 2 Home,'4-1',Lay,1.230452362,526012,370.0,7.31,0.0,0.0,0.0
439,Correct Score 2 Home,'4-2',Lay,1.230452362,2795147,340.0,11.49,0.0,0.0,0.0
440,Correct Score 2 Home,'5-0',Lay,1.230452362,526008,900.0,6.5,0.0,0.0,0.0
441,Correct Score 2 Home,'5-1',Lay,1.230452362,526013,1000.0,2.55,0.0,0.0,0.0
442,Correct Score 2 Home,'5-2',Lay,1.230452362,3647906,1000.0,1.01,0.0,0.0,0.0
443,Correct Score 2 Home,'6-0',Lay,1.230452362,526009,1000.0,1.01,0.0,0.0,0.0
444,Correct Score 2 Home,'6-1',Lay,1.230452362,526014,1000.0,1.01,0.0,0.0,0.0
445,Correct Score 2 Home,'6-2',Lay,1.230452362,3647907,1000.0,1.01,0.0,0.0,0.0
446,Correct Score 2 Home,'7-0',Lay,1.230452362,526010,1000.0,1.01,0.0,0.0,0.0
447,Correct Score 2 Home,'7-1',Lay,1.230452362,526015,1000.0,1.01,0.0,0.0,0.0
448,Correct Score 2 Home,'7-2',Lay,1.230452362,3647908,1000.0,1.01,0.0,0.0,0.0
449,Correct Score 2 Home,Any unquoted,Lay,1.230452362,4316861,1.03,1202.25,0.0,0.0,0.0
450,France +2,France + 2,Back,1.230452409,6429875,1.17,10.14,0.0,0.0,0.0
451,France +2,Spain -2,Back,1.230452409,6429982,22.0,127.07,0.0,0.0,0.0
452,France +2,Draw,Back,1.230452409,151478,9.4,39.12,0.0,0.0,0.0
453,France +2,France + 2,Lay,1.230452409,6429875,1.18,2262.76,0.0,0.0,0.0
454,France +2,Spain -2,Lay,1.230452409,6429982,26.0,78.11,0.0,0.0,0.0
455,France +2,Draw,Lay,1.230452409,151478,10.5,66.98,0.0,0.0,0.0
456,Spain Over/Under 1.5 Goals,Spain Under 1.5 Goals,Back,1.230452466,1221385,1.43,33.88,0.0,0.0,0.0
457,Spain Over/Under 1.5 Goals,Spain Over 1.5 Goals,Back,1.230452466,1221386,3.2,244.04,0.0,0.0,0.0
458,Spain Over/Under 1.5 Goals,Spain Under 1.5 Goals,Lay,1.230452466,1221385,1.45,288.27,0.0,0.0,0.0
459,Spain Over/Under 1.5 Goals,Spain Over 1.5 Goals,Lay,1.230452466,1221386,3.35,14.46,0.0,0.0,0.0
460,Spain +2,Spain +2,Back,1.230452405,6429986,1.12,3472.83,0.0,0.0,0.0
461,Spain +2,France -2,Back,1.230452405,6429870,30.0,17.1,0.0,0.0,0.0
462,Spain +2,Draw,Back,1.230452405,151478,11.5,53.32,0.0,0.0,0.0
463,Spain +2,Spain +2,Lay,1.230452405,6429986,1.14,3842.33,0.0,0.0,0.0
464,Spain +2,France -2,Lay,1.230452405,6429870,36.0,28.08,0.0,0.0,0.0
465,Spain +2,Draw,Lay,1.230452405,151478,13.0,11.85,0.0,0.0,0.0
466,Spain +3,Spain +3,Back,1.230452408,6429989,1.02,29319.46,0.0,0.0,0.0
467,Spain +3,France -3,Back,1.230452408,6429861,100.0,10.63,0.0,0.0,0.0
468,Spain +3,Draw,Back,1.230452408,151478,42.0,12.22,0.0,0.0,0.0
469,Spain +3,Spain +3,Lay,1.230452408,6429989,1.04,4572.6,0.0,0.0,0.0
470,Spain +3,France -3,Lay,1.230452408,6429861,260.0,11.05,0.0,0.0,0.0
471,Spain +3,Draw,Lay,1.230452408,151478,48.0,23.0,0.0,0.0,0.0
472,Spain Over/Under 2.5 Goals,Spain Under 2.5 Goals,Back,1.230452464,47972,1.1,3970.52,0.0,0.0,0.0
473,Spain Over/Under 2.5 Goals,Spain Over 2.5 Goals,Back,1.230452464,47973,9.4,178.23,0.0,0.0,0.0
474,Spain Over/Under 2.5 Goals,Spain Under 2.5 Goals,Lay,1.230452464,47972,1.12,1495.88,0.0,0.0,0.0
475,Spain Over/Under 2.5 Goals,Spain Over 2.5 Goals,Lay,1.230452464,47973,10.5,167.9,0.0,0.0,0.0
476,Over/Under 7.5 Goals,Under 7.5 Goals,Back,1.230452413,1485572,1.01,1.01,0.0,0.0,0.0
477,Over/Under 7.5 Goals,Over 7.5 Goals,Back,1.230452413,1485573,240.0,18.07,0.0,0.0,0.0
478,Over/Under 7.5 Goals,Under 7.5 Goals,Lay,1.230452413,1485572,1.01,32100.64,0.0,0.0,0.0
479,Over/Under 7.5 Goals,Over 7.5 Goals,Lay,1.230452413,1485573,320.0,33.05,0.0,0.0,0.0
480,Correct Score 2 Away,'0-4',Back,1.230452363,2795143,100.0,13.24,0.0,0.0,0.0
481,Correct Score 2 Away,'0-5',Back,1.230452363,2795144,100.0,16.6,0.0,0.0,0.0
482,Correct Score 2 Away,'0-6',Back,1.230452363,2795145,120.0,10.82,0.0,0.0,0.0
483,Correct Score 2 Away,'0-7',Back,1.230452363,3316811,220.0,18.67,0.0,0.0,0.0
484,Correct Score 2 Away,'1-4',Back,1.230452363,3316814,210.0,21.36,0.0,0.0,0.0
485,Correct Score 2 Away,'1-5',Back,1.230452363,3694886,270.0,10.6,0.0,0.0,0.0
486,Correct Score 2 Away,'1-6',Back,1.230452363,3316812,180.0,10.6,0.0,0.0,0.0
487,Correct Score 2 Away,'1-7',Back,1.230452363,3316815,270.0,11.2,0.0,0.0,0.0
488,Correct Score 2 Away,'2-4',Back,1.230452363,3694887,180.0,11.1,0.0,0.0,0.0
489,Correct Score 2 Away,'2-5',Back,1.230452363,3316813,200.0,10.13,0.0,0.0,0.0
490,Correct Score 2 Away,'2-6',Back,1.230452363,3316816,1000.0,10.1,0.0,0.0,0.0
491,Correct Score 2 Away,'2-7',Back,1.230452363,3694888,1000.0,10.1,0.0,0.0,0.0
492,Correct Score 2 Away,Any unquoted,Back,1.230452363,4316861,1.01,11599.23,0.0,0.0,0.0
493,Correct Score 2 Away,'0-4',Lay,1.230452363,2795143,230.0,10.4,0.0,0.0,0.0
494,Correct Score 2 Away,'0-5',Lay,1.230452363,2795144,240.0,6.01,0.0,0.0,0.0
495,Correct Score 2 Away,'0-6',Lay,1.230452363,2795145,370.0,11.02,0.0,0.0,0.0
496,Correct Score 2 Away,'0-7',Lay,1.230452363,3316811,890.0,5.03,0.0,0.0,0.0
497,Correct Score 2 Away,'1-4',Lay,1.230452363,3316814,990.0,4.47,0.0,0.0,0.0
498,Correct Score 2 Away,'1-5',Lay,1.230452363,3694886,1000.0,1.01,0.0,0.0,0.0
499,Correct Score 2 Away,'1-6',Lay,1.230452363,3316812,1000.0,1.01,0.0,0.0,0.0
500,Correct Score 2 Away,'1-7',Lay,1.230452363,3316815,1000.0,1.01,0.0,0.0,0.0
501,Correct Score 2 Away,'2-4',Lay,1.230452363,3694887,1000.0,1.01,0.0,0.0,0.0
502,Correct Score 2 Away,'2-5',Lay,1.230452363,3316813,1000.0,1.01,0.0,0.0,0.0
503,Correct Score 2 Away,'2-6',Lay,1.230452363,3316816,1000.0,1.01,0.0,0.0,0.0
504,Correct Score 2 Away,'2-7',Lay,1.230452363,3694888,1000.0,1.01,0.0,0.0,0.0
505,Correct Score 2 Away,Any unquoted,Lay,1.230452363,4316861,1.02,1009.75,0.0,0.0,0.0
506,Over/Under 8.5 Goals,Under 8.5 Goals,Back,1.230452414,2407528,1.01,1.01,0.0,0.0,0.0
507,Over/Under 8.5 Goals,Over 8.5 Goals,Back,1.230452414,2407529,630.0,28.35,0.0,0.0,0.0
508,Over/Under 8.5 Goals,Under 8.5 Goals,Lay,1.230452414,2407528,1.01,39598.45,0.0,0.0,0.0
509,Over/Under 8.5 Goals,Over 8.5 Goals,Lay,1.230452414,2407529,1000.0,7.5,0.0,0.0,0.0
510,France Over/Under 2.5 Goals,Spain Under 2.5 Goals,Back,1.230452468,47972,1.08,3189.96,0.0,0.0,0.0
511,France Over/Under 2.5 Goals,Spain Over 2.5 Goals,Back,1.230452468,47973,11.5,23.7,0.0,0.0,0.0
512,France Over/Under 2.5 Goals,Spain Under 2.5 Goals,Lay,1.230452468,47972,1.1,247.77,0.0,0.0,0.0
513,France Over/Under 2.5 Goals,Spain Over 2.5 Goals,Lay,1.230452468,47973,13.0,97.15,0.0,0.0,0.0
